input_id,input_id_type,inchikey,mapping_confidence
49627-27-2(2),CASRN,LFWHFZJPXXOYNR-MFOYZWKCSA-N,inchi
4968-48-3(2),CASRN,BCQMRZRAWHNSBF-UHFFFAOYSA-N,inchi
49697-38-3(2),CASRN,HJPMTDNGLRNDJA-UHFFFAOYSA-N,inchi
497-03-0(2),CASRN,ACWQBUSCFPJUPN-HWKANZROSA-N,inchi
497-39-2(2),CASRN,WYSSJDOPILWQDC-UHFFFAOYSA-N,inchi
497-76-7(4),CASRN,BJRNKVDFDLYUGJ-UHFFFAOYSA-N,inchi
49763-96-4(2),CASRN,IBLNKMRFIPWSOY-FNORWQNLSA-N,inchi
4979-32-2(2),CASRN,CMAUJSNXENPPOF-UHFFFAOYSA-N,inchi
4985-85-7(2),CASRN,FKJVYOFPTRGCSP-UHFFFAOYSA-N,inchi
4986-89-4(2),CASRN,KNSXNCFKSZZHEA-UHFFFAOYSA-N,inchi
49864-70-2(2),CASRN,ZQTOZLYOIRKCPL-UHFFFAOYSA-N,inchi
499-44-5(1),CASRN,FFNOSJOWAXEJTG-UHFFFAOYSA-N,inchi
499-75-2(2),CASRN,RECUKUPTGUEGMW-UHFFFAOYSA-N,inchi
499-83-2(2),CASRN,WJJMNDUMQPNECX-UHFFFAOYSA-N,inchi
4991-65-5(2),CASRN,SLYPOVJCSQHITR-UHFFFAOYSA-N,inchi
4994-16-5(2),CASRN,XWCWNUSFQVJNDI-UHFFFAOYSA-N,inchi
4995-43-1(2),CASRN,BBWXLCKRYRQQPL-UHFFFAOYSA-N,inchi
50-00-0(1),CASRN,WSFSSNUMVMOOMR-UHFFFAOYSA-N,inchi
50-03-3(2),CASRN,ALEXXDVDDISNDU-UHFFFAOYSA-N,inchi
50-04-4(2),CASRN,ITRJWOMZKQRYTA-UHFFFAOYSA-N,inchi
"50-06-6(4), 57-30-7(2)",CASRN,DDBREPKUVSBGFI-UHFFFAOYSA-N,inchi
50-07-7(2),CASRN,KQKJUYQGYLQWCD-UHFFFAOYSA-N,inchi
50-10-2(2),CASRN,GFRUPHOKLBPHTQ-UHFFFAOYSA-N,inchi
50-11-3(2),CASRN,FWJKNZONDWOGMI-UHFFFAOYSA-N,inchi
50-14-6(6),CASRN,MECHNRXZTMCUDQ-AAGLSAJLSA-N,inchi
"50-21-5(6), 10326-41-7(2), 814-80-2(4)",CASRN,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,inchi
50-22-6(6),CASRN,OMFXVFTZEKFJBZ-UHFFFAOYSA-N,inchi
50-23-7(4),CASRN,JYGXADMDTFJGBT-UHFFFAOYSA-N,inchi
50-24-8(6),CASRN,OIGNJSKKLXVSLS-UHFFFAOYSA-N,inchi
"50-27-1(12), 50-27-1, 547-81-9, 1228-72-4, 000050-27-1, 000547-81-9(1)",CASRN,PROQIPRRNZUXQM-UHFFFAOYSA-N,inchi
50-27-1(4),CASRN,PROQIPRRNZUXQM-UHFFFAOYSA-N,inchi
"50-28-2(81), 57-91-0(11), 50-28-2, 57-91-0, 000050-28-2, 000057-91-0(2)",CASRN,VOXZDWNPVJITMN-UHFFFAOYSA-N,inchi
50-30-6(2),CASRN,MRUDNSFOFOQZDA-UHFFFAOYSA-N,inchi
50-31-7(2),CASRN,XZIDTOHMJBOSOX-UHFFFAOYSA-N,inchi
"50-32-8(2), 6699-27-0(1)",CASRN,FMMWHPNWAFZXNH-UHFFFAOYSA-N,inchi
50-33-9(8),CASRN,VYMDGNCVAMGZFE-UHFFFAOYSA-N,inchi
50-34-0(4),CASRN,VVWYOYDLCMFIEM-UHFFFAOYSA-N,inchi
50-35-1(4),CASRN,UEJJHQNACJXSKW-UHFFFAOYSA-N,inchi
50-37-3(4),CASRN,VAYOSLLFUXYJDT-UHFFFAOYSA-N,inchi
50-42-0(2),CASRN,JGOAIQNSOGZNBX-UHFFFAOYSA-N,inchi
50-44-2(4),CASRN,GLVAUDGFNGKCSF-UHFFFAOYSA-N,inchi
50-45-3(2),CASRN,QAOJBHRZQQDFHA-UHFFFAOYSA-N,inchi
"50-49-7(2), 113-52-0(2)",CASRN,BCGWQEUPMDMJNV-UHFFFAOYSA-N,inchi
50-50-0(2),CASRN,UYIFTLBWAOGQBI-UHFFFAOYSA-N,inchi
"50-53-3(2), 69-09-0(2)",CASRN,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,inchi
50-59-9(2),CASRN,CZTQZXZIADLWOZ-UHFFFAOYSA-O,inchi
50-60-2(2),CASRN,MRBDMNSDAVCSSF-UHFFFAOYSA-N,inchi
50-63-5(4),CASRN,WHTVZRBIWZFKQO-UHFFFAOYSA-N,inchi
50-65-7(4),CASRN,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,inchi
50-78-2(6),CASRN,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,inchi
50-79-3(2),CASRN,QVTQYSFCFOGITD-UHFFFAOYSA-N,inchi
"50-81-7(8), 6381-77-7(2), 134-03-2(2), 5743-28-2(2), 89-65-6(2)",CASRN,KRGQEOSDQHTZMX-UHFFFAOYSA-N,inchi
50-84-0(2),CASRN,ATCRIUVQKHMXSH-UHFFFAOYSA-N,inchi
50-89-5(2),CASRN,IQFYYKKMVGJFEH-UHFFFAOYSA-N,inchi
50-91-9(2),CASRN,ODKNJVUHOIMIIZ-UHFFFAOYSA-N,inchi
50-98-6(2),CASRN,KWGRBVOPPLSCSI-UHFFFAOYSA-N,inchi
500-42-5(2),CASRN,YRZQHIVOIFJEEE-UHFFFAOYSA-N,inchi
500-62-9(2),CASRN,XLHIYUYCSMZCCC-VMPITWQZSA-N,inchi
500-64-1(2),CASRN,XEAQIWGXBXCYFX-BQYQJAHWSA-N,inchi
500-66-3(4),CASRN,IRMPFYJSHJGOPE-UHFFFAOYSA-N,inchi
5003-48-5(2),CASRN,FEJKLNWAOXSSNR-UHFFFAOYSA-N,inchi
501-30-4(4),CASRN,YKEKHNWEUINKJV-UHFFFAOYSA-N,inchi
501-36-0(6),CASRN,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,inchi
501-52-0(2),CASRN,XMIIGOLPHOKFCH-UHFFFAOYSA-N,inchi
501-53-1(2),CASRN,HSDAJNMJOMSNEV-UHFFFAOYSA-N,inchi
501027-49-2(2),CASRN,OMSPUVWUIHNYCS-UHFFFAOYSA-N,inchi
502-44-3(2),CASRN,PAPBSGBWRJIAAV-UHFFFAOYSA-N,inchi
502-47-6(2),CASRN,GJWSUKYXUMVMGX-UHFFFAOYSA-N,inchi
"502-54-5(2), 26402-26-6(2)",CASRN,GHBFNMLVSPCDGN-UHFFFAOYSA-N,inchi
502-55-6(4),CASRN,FVIGODVHAVLZOO-UHFFFAOYSA-N,inchi
502-61-4(2),CASRN,CXENHBSYCFFKJS-VDQVFBMKSA-N,inchi
502-65-8(2),CASRN,OAIJSZIZWZSQBC-GYZMGTAESA-N,inchi
502-72-7(2),CASRN,OSOIQJGOYGSIMF-UHFFFAOYSA-N,inchi
502-85-2(2),CASRN,SJZRECIVHVDYJC-UHFFFAOYSA-N,inchi
5026-74-4(4),CASRN,AHIPJALLQVEEQF-UHFFFAOYSA-N,inchi
503-30-0(2),CASRN,AHHWIHXENZJRFG-UHFFFAOYSA-N,inchi
503-74-2(2),CASRN,GWYFCOCPABKNJV-UHFFFAOYSA-N,inchi
50357-61-4(2),CASRN,GMJFVGRUYJHMCO-UHFFFAOYSA-N,inchi
50370-12-2(2),CASRN,BOEGTKLJZSQCCD-UHFFFAOYSA-N,inchi
5039-78-1(2),CASRN,USFMMZYROHDWPJ-UHFFFAOYSA-N,inchi
504-02-9(2),CASRN,HJSLFCCWAKVHIW-UHFFFAOYSA-N,inchi
504-20-1(2),CASRN,MTZWHHIREPJPTG-UHFFFAOYSA-N,inchi
504-24-5(4),CASRN,NUKYPUAOHBNCPY-UHFFFAOYSA-N,inchi
504-29-0(2),CASRN,ICSNLGPSRYBMBD-UHFFFAOYSA-N,inchi
504-63-2(2),CASRN,YPFDHNVEDLHUCE-UHFFFAOYSA-N,inchi
504-88-1(4),CASRN,WBLZUCOIBUDNBV-UHFFFAOYSA-N,inchi
50438-75-0(2),CASRN,CDTPAAZQBPSVGS-UHFFFAOYSA-N,inchi
505-29-3(2),CASRN,LOZWAPSEEHRYPG-UHFFFAOYSA-N,inchi
505-32-8(2),CASRN,KEVYVLWNCKMXJX-UHFFFAOYSA-N,inchi
505-48-6(2),CASRN,TYFQFVWCELRYAO-UHFFFAOYSA-N,inchi
505-52-2(4),CASRN,DXNCZXXFRKPEPY-UHFFFAOYSA-N,inchi
505-79-3(2),CASRN,LDKSCZJUIURGMW-UHFFFAOYSA-N,inchi
"50505-88-9(2), 50505-89-0(2)",CASRN,NTJQREUGJKIARY-UHFFFAOYSA-N,inchi
"50505-91-4(2), 42011-76-7(2)",CASRN,HXJKWPGVENNMCC-UHFFFAOYSA-N,inchi
"5051-22-9(2), 318-98-9(4)",CASRN,AQHHHDLHHXJYJD-UHFFFAOYSA-N,inchi
5051-62-7(2),CASRN,WDZVGELJXXEGPV-UHFFFAOYSA-N,inchi
50512-35-1(1),CASRN,UFHLMYOGRXOCSL-UHFFFAOYSA-N,inchi
50528-97-7(2),CASRN,PAXRPWSXCPTPCA-QINSGFPZSA-N,inchi
5053-8-7(2),CASRN,FVNFBBAOMBJTST-UHFFFAOYSA-N,inchi
506-26-3(2),CASRN,VZCCETWTMQHEPK-QNEBEIHSSA-N,inchi
50673-97-7(2),CASRN,LINVVMHRTUSXHL-UHFFFAOYSA-N,inchi
50679-08-8(4),CASRN,GUGOEEXESWIERI-UHFFFAOYSA-N,inchi
507-20-0(2),CASRN,NBRKLOOSMBRFMH-UHFFFAOYSA-N,inchi
50700-72-6(2),CASRN,BGSZAXLLHYERSY-UHFFFAOYSA-N,inchi
5072-45-7(2),CASRN,SDGKUVSVPIIUCF-UHFFFAOYSA-N,inchi
5080-50-2(2),CASRN,RDHQFKQIGNGIED-UHFFFAOYSA-O,inchi
50816-18-7(2),CASRN,PIQXMYAEJSMANF-UHFFFAOYSA-N,inchi
50847-11-5(2),CASRN,ZJVFLBOZORBYFE-UHFFFAOYSA-N,inchi
50865-01-5(2),CASRN,KSFOVUSSGSKXFI-UJJXFSCMSA-N,inchi
5089-70-3(2),CASRN,KSCAZPYHLGGNPZ-UHFFFAOYSA-N,inchi
50892-23-4(6),CASRN,SZRPDCCEHVWOJX-UHFFFAOYSA-N,inchi
509-14-8(4),CASRN,NYTOUQBROMCLBJ-UHFFFAOYSA-N,inchi
509-60-4(2),CASRN,IJVCSMSMFSCRME-UHFFFAOYSA-N,inchi
50903-99-6(2),CASRN,KCWZGJVSDFYRIX-UHFFFAOYSA-N,inchi
50924-49-7(2),CASRN,HZQDCMWJEBCWBR-UHFFFAOYSA-N,inchi
50940-49-3(2),CASRN,UZDMJPAQQFSMMV-UHFFFAOYSA-N,inchi
"50978-11-5(2), 737-31-5(2), 117-96-4(2)",CASRN,YVPYQUNUQOZFHG-UHFFFAOYSA-N,inchi
51-03-6(4),CASRN,FIPWRIJSWJWJAI-UHFFFAOYSA-N,inchi
51-05-8(4),CASRN,MFDFERRIHVXMIY-UHFFFAOYSA-N,inchi
"51-06-9(2), 614-39-1(2)",CASRN,REQCZEXYDRLIBE-UHFFFAOYSA-N,inchi
51-12-7(2),CASRN,NOIIUHRQUVNIDD-UHFFFAOYSA-N,inchi
51-15-0(2),CASRN,MHOAUIZFSQGCNM-UHFFFAOYSA-N,inchi
51-17-2(4),CASRN,HYZJCKYKOHLVJF-UHFFFAOYSA-N,inchi
51-21-8(6),CASRN,XXJVAECJPJFQAQ-UHFFFAOYSA-N,inchi
51-36-5(2),CASRN,CXKCZFDUOYMOOP-UHFFFAOYSA-N,inchi
"51-43-4(2), 51-42-3(2)",CASRN,UCTWMZQNUQWSLP-UHFFFAOYSA-N,inchi
51-44-5(2),CASRN,VPHHJAOJUJHJKD-UHFFFAOYSA-N,inchi
51-45-6(2),CASRN,NTYJJOPFIAHURM-UHFFFAOYSA-N,inchi
51-48-9(4),CASRN,XUIIKFGFIJCVMT-UHFFFAOYSA-N,inchi
51-52-5(6),CASRN,PEMYLVZMVSILDL-UHFFFAOYSA-N,inchi
"51-55-8(6), 5908-99-6(2), 55-48-1(2)",CASRN,RKUNBYITZUJHSG-UHFFFAOYSA-N,inchi
"51-56-9(4), 87-00-3(2)",CASRN,ZTVIKZXZYLEVOL-UHFFFAOYSA-N,inchi
"51-61-6(2), 62-31-7(2)",CASRN,VYFYYTLLBUKUHU-UHFFFAOYSA-N,inchi
51-65-0(2),CASRN,XWHHYOYVRVGJJY-UHFFFAOYSA-N,inchi
51-66-1(2),CASRN,XVAIDCNLVLTVFM-UHFFFAOYSA-N,inchi
"51-67-2(2), 60-19-5(2)",CASRN,DZGWFCGJZKJUFP-UHFFFAOYSA-N,inchi
51-77-4(2),CASRN,ZPACYDRSPFRDHO-ROBAGEODSA-N,inchi
51-79-6(6),CASRN,JOYRKODLDBILNP-UHFFFAOYSA-N,inchi
51-83-2(2),CASRN,VPJXQGSRWJZDOB-UHFFFAOYSA-O,inchi
51-98-9(2),CASRN,IMONTRJLAWHYGT-UHFFFAOYSA-N,inchi
510-35-0(2),CASRN,UNPYYTKZOHYHMZ-UHFFFAOYSA-N,inchi
510-74-7(2),CASRN,FJUKDAZEABGEIH-UHFFFAOYSA-N,inchi
51000-52-3(2),CASRN,MFGZFJKMDLWEHE-UHFFFAOYSA-N,inchi
51012-33-0(2),CASRN,JTVPZMFULRWINT-UHFFFAOYSA-N,inchi
51022-69-6(2),CASRN,ILKJAFIWWBXGDU-UHFFFAOYSA-N,inchi
51022-98-1(2),CASRN,XEQLFNPSYWZPOW-UHFFFAOYSA-N,inchi
51037-30-0(6),CASRN,DJQOOSBJCLSSEY-UHFFFAOYSA-N,inchi
5104-49-4(4),CASRN,SYTBZMRGLBWNTM-UHFFFAOYSA-N,inchi
511-12-6(2),CASRN,LUZRJRNZXALNLM-UHFFFAOYSA-N,inchi
511-45-5(2),CASRN,RQXCLMGKHJWMOA-UHFFFAOYSA-N,inchi
5116-94-9(2),CASRN,GAJQCIFYLSXSEZ-UHFFFAOYSA-N,inchi
5117-12-4(2),CASRN,XLPJNCYCZORXHG-UHFFFAOYSA-N,inchi
512-42-5(2),CASRN,JZMJDSHXVKJFKW-UHFFFAOYSA-N,inchi
512-56-1(4),CASRN,WVLBCYQITXONBZ-UHFFFAOYSA-N,inchi
"51218-45-2(4), 87392-12-9(2)",CASRN,WVQBLGZPHOPPFO-UHFFFAOYSA-N,inchi
51235-04-2(4),CASRN,CAWXEEYDBZRFPE-UHFFFAOYSA-N,inchi
5124-30-1(2),CASRN,KORSJDCBLAPZEQ-UHFFFAOYSA-N,inchi
51282-49-6(2),CASRN,JGBJHRKCUKTQOE-UHFFFAOYSA-N,inchi
513-37-1(4),CASRN,KWISWUFGPUHDRY-UHFFFAOYSA-N,inchi
513-53-1(2),CASRN,LOCHFZBWPCLPAN-UHFFFAOYSA-N,inchi
513-85-9(2),CASRN,OWBTYPJTUOEWEK-UHFFFAOYSA-N,inchi
513-86-0(2),CASRN,ROWKJAVDOGWPAT-UHFFFAOYSA-N,inchi
513-88-2(2),CASRN,CSVFWMMPUJDVKH-UHFFFAOYSA-N,inchi
513-92-8(2),CASRN,ZGQURDGVBSSDNF-UHFFFAOYSA-N,inchi
5131-58-8(2),CASRN,DPIZKMGPXNXSGL-UHFFFAOYSA-N,inchi
5131-60-2(4),CASRN,ZWUBBMDHSZDNTA-UHFFFAOYSA-N,inchi
5131-66-8(2),CASRN,RWNUSVWFHDHRCJ-UHFFFAOYSA-N,inchi
51322-75-9(2),CASRN,XFYDIVBRZNQMJC-UHFFFAOYSA-N,inchi
51333-22-3(6),CASRN,VOVIALXJUBGFJZ-UHFFFAOYSA-N,inchi
51338-27-3(2),CASRN,BACHBFVBHLGWSL-UHFFFAOYSA-N,inchi
5138-18-1(2),CASRN,ULUAUXLGCMPNKK-UHFFFAOYSA-N,inchi
514-78-3(2),CASRN,FDSDTBUPSURDBL-DKLMTRRASA-N,inchi
51410-30-1(2),CASRN,OKPNYGAWTYOBFZ-UHFFFAOYSA-N,inchi
51410-72-1(2),CASRN,VZTGWJFIMGVKSN-UHFFFAOYSA-O,inchi
51411-04-2(2),CASRN,GCUCIFQCGJIRNT-UHFFFAOYSA-N,inchi
5146-66-7(2),CASRN,HLCSDJLATUNSSI-JXMROGBWSA-N,inchi
5146-68-9(2),CASRN,AZVYYSCOCHRFKW-UHFFFAOYSA-N,inchi
51460-26-5(2),CASRN,OZCACMPSTYQSMM-UHFFFAOYSA-N,inchi
51481-61-9(4),CASRN,AQIXAKUUQRKLND-UHFFFAOYSA-N,inchi
51481-65-3(2),CASRN,YPBATNHYBCGSSN-UHFFFAOYSA-N,inchi
515-03-7(2),CASRN,XVULBTBTFGYVRC-UHFFFAOYSA-N,inchi
515-40-2(2),CASRN,DNXXUUPUQXSUFH-UHFFFAOYSA-N,inchi
515-49-1(2),CASRN,UEMLYRZWLVXWRU-UHFFFAOYSA-N,inchi
515-57-1(2),CASRN,ALXRUJOUFGNSHT-AATRIKPKSA-N,inchi
515-64-0(2),CASRN,YZMCKZRAOLZXAZ-UHFFFAOYSA-N,inchi
"515-69-5(2), 23089-26-1(2)",CASRN,RGZSQWQPBWRIAQ-UHFFFAOYSA-N,inchi
515-74-2(2),CASRN,HVBSAKJJOYLTQU-UHFFFAOYSA-N,inchi
5153-25-3(6),CASRN,VTIMKVIDORQQFA-UHFFFAOYSA-N,inchi
5156-58-1(2),CASRN,POQDXIFVWVZVML-UHFFFAOYSA-N,inchi
516-92-7(2),CASRN,QYIXCDOBOSTCEI-UHFFFAOYSA-N,inchi
51627-14-6(2),CASRN,UOCJDOLVGGIYIQ-UHFFFAOYSA-N,inchi
51632-16-7(2),CASRN,UJUNUASMYSTBSK-UHFFFAOYSA-N,inchi
5169-78-8(2),CASRN,JWIXXNLOKOAAQT-UHFFFAOYSA-N,inchi
"517-09-9, 000517-09-9(1)",CASRN,PDRGHUMCVRDZLQ-UHFFFAOYSA-N,inchi
517-23-7(2),CASRN,OMQHDIHZSDEIFH-UHFFFAOYSA-N,inchi
517-28-2(2),CASRN,WZUVPPKBWHMQCE-UHFFFAOYSA-N,inchi
51707-55-2(2),CASRN,HFCYZXMHUIHAQI-UHFFFAOYSA-N,inchi
5174-32-3(2),CASRN,XLEUIPVVUKAVGL-UHFFFAOYSA-N,inchi
51762-05-1(2),CASRN,RDMOROXKXONCAL-UHFFFAOYSA-N,inchi
51773-92-3(2),CASRN,XEEQGYMUWCZPDN-UHFFFAOYSA-N,inchi
51781-21-6(2),CASRN,LWAFSWPYPHEXKX-UHFFFAOYSA-N,inchi
"518-47-8(2), 2321-7-5(4)",CASRN,GNBHRKFJIUUOQI-UHFFFAOYSA-N,inchi
518-82-1(7),CASRN,RHMXXJGYXNZAPX-UHFFFAOYSA-N,inchi
51803-78-2(4),CASRN,HYWYRSMBCFDLJT-UHFFFAOYSA-N,inchi
518048-05-0(2),CASRN,DDGPCENTWMZXFO-UHFFFAOYSA-N,inchi
5187-23-5(2),CASRN,BGFBWRWYROQISE-UHFFFAOYSA-N,inchi
519-09-5(4),CASRN,GVGYEFKIHJTNQZ-UHFFFAOYSA-N,inchi
519-37-9(2),CASRN,NWPRCRWQMGIBOT-UHFFFAOYSA-N,inchi
51934-41-9(2),CASRN,YCBJOQUNPLTBGG-UHFFFAOYSA-N,inchi
51940-44-4(2),CASRN,JOHZPMXAZQZXHR-UHFFFAOYSA-N,inchi
51990-12-6(2),CASRN,GJGHBJCMOWRRSZ-UHFFFAOYSA-N,inchi
52-01-7(4),CASRN,LXMSZDCAJNLERA-UHFFFAOYSA-N,inchi
52-21-1(2),CASRN,LRJOMUJRLNCICJ-UHFFFAOYSA-N,inchi
52-24-4(4),CASRN,FOCVUCIESVLUNU-UHFFFAOYSA-N,inchi
52-49-3(2),CASRN,HWHLPVGTWGOCJO-UHFFFAOYSA-N,inchi
52-51-7(4),CASRN,LVDKZNITIUWNER-UHFFFAOYSA-N,inchi
"52-53-9(2), 152-11-4(2)",CASRN,SGTNSNPWRIOYBX-UHFFFAOYSA-N,inchi
52-62-0(2),CASRN,XSBSKEQEUFOSDD-UHFFFAOYSA-N,inchi
52-67-5(2),CASRN,VVNCNSJFMMFHPL-UHFFFAOYSA-N,inchi
52-68-6(6),CASRN,NFACJZMKEDPNKN-UHFFFAOYSA-N,inchi
52-76-6(4),CASRN,YNVGQYHLRCDXFQ-UHFFFAOYSA-N,inchi
52-85-7(4),CASRN,JISACBWYRJHSMG-UHFFFAOYSA-N,inchi
52-86-8(4),CASRN,LNEPOXFFQSENCJ-UHFFFAOYSA-N,inchi
520-18-3(9),CASRN,FMQGOSLZLQKFAM-UHFFFAOYSA-N,inchi
520-26-3(2),CASRN,QUQPHWDTPGMPEX-UHFFFAOYSA-N,inchi
520-27-4(2),CASRN,GZSOSUNBTXMUFQ-UHFFFAOYSA-N,inchi
"520-36-5(6), 461015-54-3(3)",CASRN,KZNIFHPLKGYRTM-UHFFFAOYSA-N,inchi
520-52-5(2),CASRN,QVDSEJDULKLHCG-UHFFFAOYSA-N,inchi
520-53-6(2),CASRN,SPCIYGNTAMCTRO-UHFFFAOYSA-N,inchi
520-85-4(2),CASRN,FRQMUZJSZHZSGN-UHFFFAOYSA-N,inchi
52002-25-2(1),CASRN,YHQDZJICGQWFHK-UHFFFAOYSA-N,inchi
5205-11-8(2),CASRN,INVWRXWYYVMFQC-UHFFFAOYSA-N,inchi
5205-82-3(2),CASRN,UHUMRJKDOOEQIG-UHFFFAOYSA-N,inchi
5205-93-6(2),CASRN,GDFCSMCGLZFNFY-UHFFFAOYSA-N,inchi
521-11-9(2),CASRN,WYZDXEKUWRCKOB-UHFFFAOYSA-N,inchi
521-17-5(2),CASRN,QADHLRWLCPCEKT-UHFFFAOYSA-N,inchi
521-17-5(5),CASRN,QADHLRWLCPCEKT-UHFFFAOYSA-N,inchi
521-31-3(2),CASRN,HWYHZTIRURJOHG-UHFFFAOYSA-N,inchi
521-35-7(2),CASRN,VBGLYOIFKLUMQG-UHFFFAOYSA-N,inchi
521-74-4(2),CASRN,ZDASUJMDVPTNTF-UHFFFAOYSA-N,inchi
521-78-8(2),CASRN,ZSCDBOWYZJWBIY-UHFFFAOYSA-N,inchi
52152-93-9(2),CASRN,SYLKGLMBLAAGSC-UHFFFAOYSA-O,inchi
5216-25-1(4),CASRN,LVZPKYYPPLUECL-UHFFFAOYSA-N,inchi
52196-74-4(2),CASRN,ZIMKMIAIVORSSX-UHFFFAOYSA-N,inchi
522-40-7(2),CASRN,NLORYLAYLIXTID-ISLYRVAYSA-N,inchi
522-48-5(2),CASRN,BYJAVTDNIXVSPW-UHFFFAOYSA-N,inchi
522-51-0(2),CASRN,PCSWXVJAIHCTMO-UHFFFAOYSA-P,inchi
522-97-4(2),CASRN,VZTUIEROBZXUFA-UHFFFAOYSA-N,inchi
52212-02-9(2),CASRN,OWWLUIWOFHMHOQ-UHFFFAOYSA-N,inchi
52214-84-3(6),CASRN,KPSRODZRAIWAKH-UHFFFAOYSA-N,inchi
"52225-20-4(6), 58-95-7(2)",CASRN,ZAKOWWREFLAJOT-UHFFFAOYSA-N,inchi
52239-63-1(2),CASRN,XCTYLCDETUVOIP-UHFFFAOYSA-N,inchi
52253-69-7(2),CASRN,PYSJLPAOBIGQPK-UHFFFAOYSA-N,inchi
52298-44-9(2),CASRN,NFYQAEPHDGXJSY-UHFFFAOYSA-N,inchi
523-27-3(2),CASRN,BRUOAURMAFDGLP-UHFFFAOYSA-N,inchi
523-31-9(2),CASRN,UCVPKAZCQPRWAY-UHFFFAOYSA-N,inchi
52304-36-6(2),CASRN,VZRKEAFHFMSHCD-UHFFFAOYSA-N,inchi
"52315-07-8(4), 67375-30-8(2)",CASRN,KAATUXNTWXVJKI-UHFFFAOYSA-N,inchi
5232-99-5(4),CASRN,IAJNXBNRYMEYAZ-UHFFFAOYSA-N,inchi
5234-68-4(4),CASRN,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,inchi
524-36-7(2),CASRN,NHZMQXZHNVQTQA-UHFFFAOYSA-N,inchi
52417-22-8(4),CASRN,XJGFWWJLMVZSIG-UHFFFAOYSA-N,inchi
52432-72-1(2),CASRN,IQADUMSPOQKAAO-UHFFFAOYSA-N,inchi
52468-60-7(2),CASRN,SMANXXCATUTDDT-QPJJXVBHSA-N,inchi
52479-85-3(4),CASRN,XEDWWPGWIXPVRQ-UHFFFAOYSA-N,inchi
525-61-1(2),CASRN,NBAFIBBHADOTMU-UHFFFAOYSA-N,inchi
525-76-8(2),CASRN,WMQSKECCMQRJRX-UHFFFAOYSA-N,inchi
525-79-1(2),CASRN,QANMHLXAZMSUEX-UHFFFAOYSA-N,inchi
525-82-6(4),CASRN,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,inchi
"52508-35-7(2), 18467-77-1(2)",CASRN,FWCBATIDXGJRMF-UHFFFAOYSA-N,inchi
5251-93-4(2),CASRN,WDRGQGLIUAMOOC-UHFFFAOYSA-N,inchi
52549-17-4(2),CASRN,TVQZAMVBTVNYLA-UHFFFAOYSA-N,inchi
52556-42-0(2),CASRN,KOQQKLZTINXBAS-UHFFFAOYSA-N,inchi
5259-88-1(2),CASRN,AMEKQAFGQBKLKX-UHFFFAOYSA-N,inchi
526-08-9(2),CASRN,QWCJHSGMANYXCW-UHFFFAOYSA-N,inchi
526-18-1(2),CASRN,LGCMKPRGGJRYGM-UHFFFAOYSA-N,inchi
526-75-0(4),CASRN,QWBBPBRQALCEIZ-UHFFFAOYSA-N,inchi
52628-03-2(2),CASRN,SEILKFZTLVMHRR-UHFFFAOYSA-N,inchi
52645-53-1(6),CASRN,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,inchi
527-20-8(2),CASRN,KHCZSJXTDDHLGJ-UHFFFAOYSA-N,inchi
527-53-7(2),CASRN,BFIMMTCNYPIMRN-UHFFFAOYSA-N,inchi
527-60-6(4),CASRN,BPRYUXCVCCNUFE-UHFFFAOYSA-N,inchi
527-85-5(2),CASRN,XXUNIGZDNWWYED-UHFFFAOYSA-N,inchi
52712-76-2(2),CASRN,RHLJLALHBZGAFM-UHFFFAOYSA-N,inchi
52756-22-6(2),CASRN,IKVXBIIHQGXQRQ-UHFFFAOYSA-N,inchi
527680-56-4(2),CASRN,LUVXHMJTVXZFPD-UHFFFAOYSA-N,inchi
528-29-0(4),CASRN,IZUKQUVSCNEFMJ-UHFFFAOYSA-N,inchi
528-44-9(4),CASRN,ARCGXLSVLAOJQL-UHFFFAOYSA-N,inchi
"528-50-7(2), 63-42-3(2)",CASRN,GUBGYTABKSRVRQ-UHFFFAOYSA-N,inchi
5281-4-9(2),CASRN,JYNBEDVXQNFTOX-FMQUCBEESA-N,inchi
52829-07-9(2),CASRN,XITRBUPOXXBIJN-UHFFFAOYSA-N,inchi
529-19-1(2),CASRN,NWPNXBQSRGKSJB-UHFFFAOYSA-N,inchi
529-20-4(4),CASRN,BTFQKIATRPGRBS-UHFFFAOYSA-N,inchi
529-33-9(2),CASRN,JAAJQSRLGAYGKZ-UHFFFAOYSA-N,inchi
529-34-0(2),CASRN,XHLHPRDBBAGVEG-UHFFFAOYSA-N,inchi
529-59-9(1),CASRN,ZCOLJUOHXJRHDI-UHFFFAOYSA-N,inchi
529-96-4(2),CASRN,ZMJGSOSNSPKHNH-UHFFFAOYSA-N,inchi
52918-63-5(4),CASRN,OWZREIFADZCYQD-UHFFFAOYSA-N,inchi
53-03-2(6),CASRN,XOFYZVNMUHMLCC-UHFFFAOYSA-N,inchi
