gene	value
AARS	3.8807694911956787
ABCB6	0.4214995205402374
ABCC5	0.07232795655727386
ABCF1	-0.518875241279602
ABCF3	0.24855110049247742
ABHD4	4.898705005645752
ABHD6	1.6246907711029053
ABL1	0.23171955347061157
ACAA1	0.43716755509376526
ACAT2	0.8294018507003784
ACBD3	4.569408893585205
ACD	-0.529597818851471
ACLY	0.44398126006126404
ACOT9	-0.6923174858093262
ADAM10	2.0267131328582764
ADAT1	0.5298380255699158
ADCK3	-0.5820029377937317
ADGRE5	1.2833545207977295
ADGRG1	1.7945212125778198
ADH5	-0.9292525053024292
ADI1	-1.4724526405334473
ADO	0.5464965105056763
ADRB2	-1.412229299545288
AGL	0.0822756290435791
AKAP8	-0.5563259124755859
AKAP8L	3.2667417526245117
AKR7A2	-2.0551815032958984
AKT1	-4.4555344581604
ALAS1	2.429227828979492
ALDH7A1	0.02579188346862793
ALDOA	-1.325985312461853
ALDOC	3.3134899139404297
AMDHD2	-1.0640931129455566
ANKRD10	0.9131509065628052
ANO10	0.28696924448013306
ANXA7	0.3663342595100403
APBB2	0.3519400954246521
APOE	1.712863564491272
APP	0.6286942958831787
APPBP2	1.6796331405639648
ARFIP2	0.9262014627456665
ARHGAP1	-2.9210472106933594
ARHGEF12	-0.10005341470241547
ARHGEF2	8.287338256835938
ARID4B	1.178030014038086
ARID5B	0.14809763431549072
ARL4C	0.03265497088432312
ARNT2	-0.13973593711853027
ARPP19	1.135079264640808
ASAH1	1.483864665031433
ASCC3	1.488996148109436
ATF1	0.3698585629463196
ATF5	-1.6170322895050049
ATF6	3.848855972290039
ATG3	-0.6545164585113525
ATMIN	-1.7757692337036133
ATP11B	0.26028162240982056
ATP1B1	-0.42095062136650085
ATP2C1	0.8377112150192261
ATP5S	1.3208506107330322
ATP6V0B	-0.11321637779474258
ATP6V1D	0.3780587911605835
AURKA	-1.8602161407470703
AURKB	-3.675142765045166
AXIN1	0.666283905506134
B4GAT1	-5.012766361236572
BACE2	-0.45742231607437134
BAD	-2.1828384399414062
BAG3	-6.082919120788574
BAMBI	-0.4625406861305237
BAX	-0.5477638244628906
BCL2	-1.600142240524292
BCL7B	2.260192394256592
BDH1	-2.720400333404541
BECN1	0.14798936247825623
BHLHE40	6.342038631439209
BID	-2.925693988800049
BIRC2	2.2415850162506104
BIRC5	-6.567100524902344
BLCAP	-0.5172539949417114
BLMH	-1.1230037212371826
BLVRA	0.9942981600761414
BMP4	-0.5943119525909424
BNIP3	0.12496992945671082
BNIP3L	2.4437243938446045
BPHL	-2.905606985092163
BRCA1	-1.9804774522781372
BTK	0.3673807680606842
BUB1B	-0.6914247274398804
BZW2	0.12010656297206879
C2CD2	0.014452576637268066
C2CD2L	0.20874646306037903
C2CD5	-0.612756609916687
C5	-0.5577621459960938
CAB39	-0.6960263252258301
CALM3	-1.3682539463043213
CALU	2.193840980529785
CAMSAP2	0.29674139618873596
CANT1	-1.4134588241577148
CAPN1	-0.8373046517372131
CASC3	1.8552777767181396
CASK	2.343381881713867
CASP10	0.30546608567237854
CASP2	-0.894921600818634
CASP3	2.239058256149292
CASP7	-0.9205352067947388
CAST	0.7895691394805908
CAT	0.06819218397140503
CBLB	1.3530466556549072
CBR1	-3.9356236457824707
CBR3	0.15871502459049225
CCDC85B	-2.571446418762207
CCDC86	-5.166163444519043
CCDC92	2.772778034210205
CCL2	-0.26424115896224976
CCNA1	2.4834179878234863
CCNA2	-4.63926887512207
