gene,value
LGALS8,-0.7363094687461853
LGMN,0.0312637984752655
LIG1,0.32201236486434937
LIPA,-0.7761475443840027
LOXL1,-0.46647417545318604
LPAR2,-0.010149139910936356
LPGAT1,-0.19357287883758545
LRP10,0.040374092757701874
LRPAP1,0.5956968665122986
LRRC16A,-0.007872618734836578
LRRC41,-0.2082970142364502
LSM5,-0.056956127285957336
LSM6,0.7607500553131104
LSR,-0.21161894500255585
LYN,0.13072700798511505
LYPLA1,0.022940054535865784
LYRM1,0.2611487805843353
MACF1,-0.35841846466064453
MALT1,0.5830228924751282
MAMLD1,0.5635234117507935
MAN2B1,-0.09698648005723953
MAP2K5,-0.7925019860267639
MAP3K4,0.3385581374168396
MAP4K4,-0.2362218201160431
MAP7,0.9747780561447144
MAPK13,-0.026117365807294846
MAPK1IP1L,0.07767437398433685
MAPK9,0.2262808382511139
MAPKAPK2,-0.0585942268371582
MAPKAPK3,-0.10290518403053284
MAPKAPK5,0.3829634189605713
MAST2,0.2637328505516052
MAT2A,-0.3747014105319977
MBNL1,-0.513268232345581
MBNL2,-0.11533603072166443
MBOAT7,-1.3371570110321045
MBTPS1,-0.18898409605026245
MCM3,0.018803030252456665
MCOLN1,4.141313076019287
MCUR1,1.9546093940734863
ME2,-0.5440946817398071
MEF2C,0.373144268989563
MELK,0.20408055186271667
MEST,-0.13015033304691315
METRN,0.20636054873466492
MFSD10,0.5081804990768433
MICALL1,0.0069774724543094635
MIF,-1.7095919847488403
MKNK1,-0.648735761642456
MLEC,0.4936896860599518
MLLT11,0.3425489366054535
MMP1,-0.6171042919158936
MMP2,-0.6682141423225403
MNAT1,0.1442338079214096
MOK,0.8029876351356506
MPC2,-0.3122859597206116
MPZL1,0.5244519114494324
MRPL12,0.020567316561937332
MRPL19,0.3757019639015198
MRPS16,0.1412462294101715
MRPS2,0.17609545588493347
MSH6,0.53562331199646
MSRA,1.4985525608062744
MTA1,0.29246145486831665
MTERF3,-0.2517573833465576
MTF2,-0.0460561066865921
MTFR1,-0.21564319729804993
MTHFD2,-0.12928074598312378
MUC1,0.32416942715644836
MVP,0.3022199273109436
MYBL2,-0.22743448615074158
MYC,0.17425496876239777
MYCBP,0.3050463795661926
MYCBP2,-0.11875485628843307
MYL9,-0.48551225662231445
MYLK,-0.7442417144775391
MYO10,-0.5504655838012695
NARFL,-0.23478740453720093
NCAPD2,-0.7744957208633423
NCK1,1.1994683742523193
NCK2,0.477969229221344
NCOA3,0.14184221625328064
NENF,0.20036882162094116
NET1,0.17749813199043274
NFATC3,-0.24594223499298096
NFATC4,-0.2992126941680908
NFE2L2,0.1352485567331314
NFIL3,-0.0400862991809845
NFKB2,-0.5541685819625854
NFKBIA,-2.4043025970458984
NFKBIB,0.26649776101112366
NFKBIE,-0.0905103087425232
NGRN,0.9264988899230957
NIPSNAP1,0.5801129341125488
NISCH,-0.10826387256383896
NIT1,-0.3873879611492157
NMT1,-0.8787597417831421
